,,EPSReportDate,EPSSurpriseDollar,actualEPS,announceTime,consensusEPS,estimatedChangePercent,estimatedEPS,fiscalEndDate,fiscalPeriod,numberOfEstimates,symbolId,yearAgo,yearAgoChangePercent
QBAK,-4q,2017-08-08,,0.03,,,,,2017-06-30,,,5733,-0.16,1.1875
QCOM,-1q,2018-04-25,0.12,0.67,AMC,0.55,-0.5416666666666666,0.55,2018-03-31,Q2 2018,6,5736,1.2,-0.4416666666666666
QCOM,-2q,2018-01-31,0.08,0.85,AMC,0.77,-0.27358490566037735,0.77,2017-12-31,Q1 2018,6,5736,1.06,-0.19811320754716988
QCOM,-3q,2017-11-01,0.12,0.82,AMC,0.7,-0.4017094017094017,0.7,2017-09-30,Q4 2017,7,5736,1.17,-0.29914529914529914
QCOM,-4q,2017-07-19,0.03,0.7,AMC,0.67,-0.3495145631067961,0.67,2017-06-30,Q3 2017,8,5736,1.03,-0.3203883495145632
QCP,-1q,2018-01-04,,,,,,,2017-09-30,,,12012,,
QCP,-2q,2017-10-06,,,,,,,2017-06-30,,,12012,,
QCP,-3q,2017-05-12,,0.39,,,,,2017-03-31,,,12012,,
QCRH,-1q,2018-04-18,0.04,0.75,BTO,0.71,0.0441176470588234,0.71,2018-03-31,Q1 2018,4,5738,0.68,0.10294117647058816
QCRH,-2q,2018-02-01,0.04,0.7,AMC,0.66,0.03125000000000003,0.66,2017-12-31,Q4 2017,4,5738,0.64,0.0937499999999999
QCRH,-3q,2017-11-02,-0.05,0.63,AMC,0.68,0.4782608695652174,0.68,2017-09-30,Q3 2017,5,5738,0.46,0.3695652173913043
QCRH,-4q,2017-07-20,-0.01,0.65,AMC,0.66,0.19999999999999996,0.66,2017-06-30,Q2 2017,4,5738,0.55,0.18181818181818177
QD,-1q,2018-05-21,-0.08,0.15,BTO,0.23,,0.23,2018-03-31,Q1 2018,1.0,13416,,
QD,-2q,2018-03-12,-0.05,0.26,BTO,0.31,,0.31,2017-12-31,Q4 2017,1.0,13416,,
QD,-3q,2017-11-13,,0.33,BTO,,,,2017-09-30,,,13416,,
QDEL,-1q,2018-05-08,0.29,1.23,AMC,0.94,1.2380952380952381,0.94,2018-03-31,Q1 2018,2,5740,0.42,1.9285714285714288
QDEL,-2q,2018-02-21,0.03,-0.11,AMC,-0.14,-2.4,-0.14,2017-12-31,Q4 2017,1,5740,0.1,-2.1
QDEL,-3q,2017-11-01,-0.21,-0.16,AMC,0.05,0.25000000000000006,0.05,2017-09-30,Q3 2017,2,5740,0.04,-5.0
QDEL,-4q,2017-07-26,-0.18,-0.35,AMC,-0.17,-0.13333333333333347,-0.17,2017-06-30,Q2 2017,2,5740,-0.15,-1.3333333333333333
QEP,-1q,2018-04-25,-0.02,-0.2,AMC,-0.18,-0.28571428571428553,-0.18,2018-03-31,Q1 2018,8,5744,-0.14,-0.4285714285714285
QEP,-2q,2018-02-28,1.17,1.13,AMC,-0.04,0.7333333333333333,-0.04,2017-12-31,Q4 2017,8,5744,-0.15,8.533333333333333
QEP,-3q,2017-10-25,0.1,-0.1,AMC,-0.2,0.04761904761904753,-0.2,2017-09-30,Q3 2017,10,5744,-0.21,0.5238095238095237
QEP,-4q,2017-07-26,0.07,-0.12,AMC,-0.19,0.1739130434782609,-0.19,2017-06-30,Q2 2017,10,5744,-0.23,0.4782608695652174
QES,-1q,2018-05-09,-0.49,-0.44,AMC,0.05,,0.05,2018-03-31,Q1 2018,3.0,14101,,
QES,-2q,2018-03-28,,,AMC,,,,2017-12-31,Q4 2017,,14101,,
QGEN,-1q,2018-05-02,0.02,0.26,AMC,0.24,0.09090909090909087,0.24,2018-03-31,Q1 2018,6,5746,0.22,0.18181818181818185
QGEN,-2q,2018-01-31,0.01,0.43,AMC,0.42,0.07692307692307684,0.42,2017-12-31,Q4 2017,6,5746,0.39,0.1025641025641025
QGEN,-3q,2017-11-06,,0.32,AMC,0.32,0.06666666666666674,0.32,2017-09-30,Q3 2017,9,5746,0.3,0.06666666666666674
QGEN,-4q,2017-07-27,0.01,0.3,AMC,0.29,0.15999999999999992,0.29,2017-06-30,Q2 2017,8,5746,0.25,0.19999999999999996
QHC,-1q,2018-05-09,-0.32,-0.8,AMC,-0.48,0.43529411764705883,-0.48,2018-03-31,Q1 2018,1,10488,-0.85,0.05882352941176463
QHC,-2q,2018-03-15,-0.02,0.04,AMC,0.06,1.1132075471698115,0.06,2017-12-31,Q4 2017,2,10488,-0.53,1.0754716981132075
QHC,-3q,2017-11-08,-0.31,-0.58,AMC,-0.27,-0.22727272727272735,-0.27,2017-09-30,Q3 2017,2,10488,-0.22,-1.6363636363636362
QHC,-4q,2017-08-09,0.23,-0.42,AMC,-0.65,0.3627450980392157,-0.65,2017-06-30,Q2 2017,2,10488,-1.02,0.5882352941176472
QIWI,-1q,2018-05-23,0.01,0.29,BTO,0.28,-0.24324324324324317,0.28,2018-03-31,Q1 2018,2.0,5749,0.37,-0.21621621621621626
QIWI,-2q,2018-03-28,,0.15,BTO,,,,2017-12-31,Q4 2017,,5749,0.23,-0.3478260869565218
QIWI,-3q,2017-11-16,0.02,0.25,BTO,0.23,-0.20689655172413784,0.23,2017-09-30,Q3 2017,2.0,5749,0.29,-0.13793103448275856
QIWI,-4q,2017-08-15,0.06,0.29,BTO,0.23,-0.30303030303030304,0.23,2017-06-30,Q2 2017,1.0,5749,0.33,-0.12121212121212131
QLYS,-1q,2018-05-01,-0.02,0.22,AMC,0.24,-0.5714285714285715,0.24,2018-03-31,Q1 2018,6,5759,0.56,-0.6071428571428572
QLYS,-2q,2018-02-12,0.19,0.37,AMC,0.18,0.2,0.18,2017-12-31,Q4 2017,6,5759,0.15,1.4666666666666668
QLYS,-3q,2017-10-31,0.08,0.21,AMC,0.13,,0.13,2017-09-30,Q3 2017,7,5759,0.13,0.6153846153846153
QLYS,-4q,2017-08-02,0.08,0.18,AMC,0.1,,0.1,2017-06-30,Q2 2017,7,5759,0.1,0.7999999999999998
QNST,-1q,2018-04-25,0.09,0.14,BTO,0.05,0.6666666666666669,0.05,2018-03-31,Q3 2018,1.0,5762,0.03,3.6666666666666674
QNST,-2q,2018-01-31,0.08,0.04,AMC,-0.04,0.5,-0.04,2017-12-31,Q2 2018,1.0,5762,-0.08,1.5
QNST,-3q,2017-10-30,,0.05,AMC,,,,2017-09-30,,,5762,-0.04,2.25
QNST,-4q,2017-08-08,,0.03,BTO,,,,2017-06-30,Q4 2017,,5762,-0.03,2.0
QRHC,-1q,2018-05-15,,-0.09,AMC,-0.09,0.30769230769230776,-0.09,2018-03-31,Q1 2018,2.0,8645,-0.13,0.30769230769230776
QRHC,-2q,2018-04-02,,-0.1,AMC,,,,2017-12-31,Q4 2017,,8645,-0.09,-0.11111111111111122
QRHC,-3q,2017-11-14,,-0.07,AMC,-0.07,0.5625,-0.07,2017-09-30,Q3 2017,2.0,8645,-0.16,0.5625
QRHC,-4q,2017-08-14,0.02,-0.08,,-0.1,0.28571428571428575,-0.1,2017-06-30,Q2 2017,2.0,8645,-0.14,0.4285714285714286
QRTEA,-1q,2018-05-10,0.03,0.49,BTO,0.46,0.2432432432432433,0.46,2018-03-31,Q1 2018,3,4089,0.37,0.32432432432432434
QRTEA,-2q,2018-03-01,1.49,2.12,BTO,0.63,0.10526315789473695,0.63,2017-12-31,Q4 2017,4,4089,0.57,2.719298245614036
QRTEA,-3q,2017-11-09,0.06,0.4,BTO,0.34,0.09677419354838718,0.34,2017-09-30,Q3 2017,4,4089,0.31,0.29032258064516137
QRTEA,-4q,2017-08-08,,0.41,BTO,0.41,0.5769230769230768,0.41,2017-06-30,Q2 2017,2,4089,0.26,0.5769230769230768
QRTEB,-1q,2018-05-10,,0.49,BTO,,,,2018-03-31,,,4090,0.37,0.32432432432432434
QRTEB,-2q,2018-03-01,,2.12,BTO,,,,2017-12-31,,,4090,0.57,2.719298245614036
QRTEB,-3q,2017-11-09,,0.4,BTO,,,,2017-09-30,Q3 2017,,4090,0.31,0.29032258064516137
QRTEB,-4q,2017-08-08,,0.41,BTO,,,,2017-06-30,Q2 2017,,4090,0.26,0.5769230769230768
QRVO,-1q,2018-05-02,0.15,1.01,AMC,0.86,0.16216216216216217,0.86,2018-03-31,Q4 2018,6,9628,0.74,0.3648648648648649
QRVO,-2q,2018-01-31,0.15,1.58,AMC,1.43,0.17213114754098358,1.43,2017-12-31,Q3 2018,7,9628,1.22,0.29508196721311486
QRVO,-3q,2017-11-01,0.08,1.33,AMC,1.25,0.146788990825688,1.25,2017-09-30,Q2 2018,1,9628,1.09,0.2201834862385321
QRVO,-4q,2017-08-02,0.1,0.71,AMC,0.61,-0.2823529411764706,0.61,2017-06-30,Q1 2018,1,9628,0.85,-0.1647058823529412
QSII,-1q,2018-05-24,0.01,0.12,AMC,0.11,-0.38888888888888884,0.11,2018-03-31,Q4 2018,9,5772,0.18,-0.3333333333333333
QSII,-2q,2018-01-25,-0.03,0.09,AMC,0.12,-0.42857142857142855,0.12,2017-12-31,Q3 2018,9,5772,0.21,-0.5714285714285714
QSII,-3q,2017-10-26,0.05,0.19,BTO,0.14,-0.33333333333333326,0.14,2017-09-30,Q2 2018,10,5772,0.21,-0.09523809523809519
QSII,-4q,2017-08-01,0.01,0.15,BTO,0.14,,0.14,2017-06-30,Q1 2018,9,5772,0.14,0.07142857142857129
QSR,-1q,2018-04-24,0.1,0.66,BTO,0.56,0.5555555555555558,0.56,2018-03-31,Q1 2018,6,9576,0.36,0.8333333333333335
QSR,-2q,2018-02-12,0.09,0.66,BTO,0.57,0.29545454545454536,0.57,2017-12-31,Q4 2017,6,9576,0.44,0.5000000000000001
QSR,-3q,2017-10-26,0.09,0.58,BTO,0.49,0.13953488372093023,0.49,2017-09-30,Q3 2017,7,9576,0.43,0.34883720930232553
QSR,-4q,2017-08-02,0.06,0.51,BTO,0.45,0.09756097560975618,0.45,2017-06-30,Q2 2017,6,9576,0.41,0.24390243902439035
QTM,-1q,2018-02-08,,,AMC,,,,2017-12-31,Q3 2018,,5774,0.16,
QTM,-2q,2017-11-09,-0.18,-0.19,AMC,-0.01,-1.125,-0.01,2017-09-30,Q2 2018,2.0,5774,0.08,-3.375
QTM,-3q,2017-08-09,-0.02,-0.01,AMC,0.01,1.125,0.01,2017-06-30,Q1 2018,2.0,5774,-0.08,0.8750000000000001
QTM,-4q,2017-05-10,-0.02,,AMC,0.02,-0.8750000000000001,0.02,2017-03-31,Q4 2017,1.0,5774,0.16,
QTNA,-1q,2018-04-30,0.1,0.03,AMC,-0.07,-3.3333333333333335,-0.07,2018-03-31,Q1 2018,3,11987,0.03,
QTNA,-2q,2018-02-12,0.02,-0.08,AMC,-0.1,,-0.1,2017-12-31,Q4 2017,2,11987,,
QTNA,-3q,2017-11-06,0.06,0.07,AMC,0.01,,0.01,2017-09-30,Q3 2017,3,11987,,
QTNA,-4q,2017-08-07,0.02,,AMC,-0.02,,-0.02,2017-06-30,Q2 2017,4,11987,,
QTNT,-1q,2018-05-29,0.07,-0.44,BTO,-0.51,0.26086956521739124,-0.51,2018-03-31,Q4 2018,1,8424,-0.69,0.3623188405797101
QTNT,-2q,2018-02-05,0.08,-0.47,AMC,-0.55,0.4811320754716981,-0.55,2017-12-31,Q3 2018,1,8424,-1.06,0.5566037735849058
QTNT,-3q,2017-10-30,0.01,-0.58,AMC,-0.59,0.04838709677419359,-0.59,2017-09-30,Q2 2018,2,8424,-0.62,0.06451612903225812
QTNT,-4q,2017-08-07,,-0.55,AMC,-0.55,0.14062499999999994,-0.55,2017-06-30,Q1 2018,2,8424,-0.64,0.14062499999999994
QTRH,-1q,2018-05-10,-0.02,-0.04,BTO,-0.02,,-0.02,2018-03-31,Q1 2018,1.0,7475,,
QTRH,-2q,2018-03-01,-0.01,0.03,BTO,0.04,,0.04,2017-12-31,Q4 2017,1.0,7475,,
QTRH,-3q,2017-11-09,-0.01,0.43,BTO,0.44,,0.44,2017-09-30,Q3 2017,1.0,7475,,
QTRH,-4q,2017-08-10,,0.04,BTO,,,,2017-06-30,,,7475,,
QTRX,-1q,2018-05-15,-0.05,-0.33,AMC,-0.28,,-0.28,2018-03-31,Q1 2018,2,13769,,
QTRX,-2q,2018-03-19,-0.76,-1.06,AMC,-0.3,,-0.3,2017-12-31,Q4 2017,2,13769,,
QTS,-1q,2018-04-25,0.06,0.68,AMC,0.62,-0.03125000000000003,0.62,2018-03-31,Q1 2018,4,7864,0.64,0.06250000000000006
QTS,-2q,2018-02-20,0.05,0.79,AMC,0.74,0.15624999999999997,0.74,2017-12-31,Q4 2017,8,7864,0.64,0.23437500000000003
QTS,-3q,2017-10-24,0.02,0.7,AMC,0.68,0.01492537313432837,0.68,2017-09-30,Q3 2017,9,7864,0.67,0.04477611940298495
QTS,-4q,2017-07-25,,0.63,AMC,0.63,,0.63,2017-06-30,Q2 2017,10,7864,0.63,
QTWO,-1q,2018-05-02,0.06,-0.1,AMC,-0.16,-0.23076923076923075,-0.16,2018-03-31,Q1 2018,7,8470,-0.13,0.23076923076923075
QTWO,-2q,2018-02-14,0.02,-0.09,AMC,-0.11,0.0833333333333333,-0.11,2017-12-31,Q4 2017,7,8470,-0.12,0.25
QTWO,-3q,2017-11-01,0.05,-0.1,AMC,-0.15,0.06250000000000006,-0.15,2017-09-30,Q3 2017,6,8470,-0.16,0.375
QTWO,-4q,2017-08-02,0.02,-0.15,AMC,-0.17,0.055555555555555455,-0.17,2017-06-30,Q2 2017,5,8470,-0.18,0.16666666666666666
QUAD,-1q,2018-05-01,,0.58,AMC,,,,2018-03-31,,,5776,0.52,0.11538461538461527
QUAD,-2q,2018-02-21,,0.58,AMC,,,,2017-12-31,,,5776,0.73,-0.20547945205479456
QUAD,-3q,2017-10-31,,0.46,AMC,,,,2017-09-30,,,5776,0.48,-0.04166666666666659
QUAD,-4q,2017-08-01,,0.24,AMC,,,,2017-06-30,,,5776,0.03,7.0
QUIK,-1q,2018-05-09,,-0.05,AMC,-0.05,,-0.05,2018-03-31,Q1 2018,1,5778,-0.05,
QUIK,-2q,2018-02-14,,-0.04,AMC,-0.04,0.20000000000000004,-0.04,2017-12-31,Q4 2017,1,5778,-0.05,0.20000000000000004
QUIK,-3q,2017-11-08,,-0.04,AMC,-0.04,0.4285714285714286,-0.04,2017-09-30,Q3 2017,1,5778,-0.07,0.4285714285714286
QUIK,-4q,2017-08-09,,-0.05,AMC,-0.05,0.375,-0.05,2017-06-30,Q2 2017,1,5778,-0.08,0.375
QUMU,-1q,2018-05-01,,-0.48,AMC,,,,2018-03-31,Q1 2018,,5900,-0.39,-0.23076923076923067
QUMU,-2q,2018-03-06,0.01,-0.19,AMC,-0.2,-4.0,-0.2,2017-12-31,Q4 2017,1.0,5900,-0.04,-3.75
QUMU,-3q,2017-10-31,-0.02,-0.23,AMC,-0.21,0.2222222222222223,-0.21,2017-09-30,Q3 2017,2.0,5900,-0.27,0.14814814814814817
QUMU,-4q,2017-08-01,0.04,-0.28,AMC,-0.32,0.30434782608695654,-0.32,2017-06-30,Q2 2017,1.0,5900,-0.46,0.3913043478260869
QUOT,-1q,2018-05-01,-0.03,-0.06,AMC,-0.03,0.25000000000000006,-0.03,2018-03-31,Q1 2018,3,8313,-0.04,-0.4999999999999999
QUOT,-2q,2018-02-13,0.06,0.06,AMC,,,,2017-12-31,Q4 2017,3,8313,,
QUOT,-3q,2017-11-01,-0.1,-0.12,AMC,-0.02,0.5,-0.02,2017-09-30,Q3 2017,4,8313,-0.04,-1.9999999999999996
QUOT,-4q,2017-08-01,0.03,-0.01,AMC,-0.04,,-0.04,2017-06-30,Q2 2017,3,8313,-0.04,0.75
QURE,-1q,2018-04-30,0.15,-0.59,,-0.74,0.07500000000000007,-0.74,2018-03-31,Q1 2018,3,8258,-0.8,0.26250000000000007
QURE,-2q,2018-03-14,-0.23,-0.91,,-0.68,-1.6153846153846154,-0.68,2017-12-31,Q4 2017,3,8258,-0.26,-2.5
QURE,-3q,2017-11-01,0.25,-0.4,,-0.65,-0.08333333333333341,-0.65,2017-09-30,Q3 2017,3,8258,-0.6,0.33333333333333326
QURE,-4q,2017-08-08,0.03,-0.83,,-0.86,0.12244897959183673,-0.86,2017-06-30,Q2 2017,4,8258,-0.98,0.15306122448979595
R,-1q,2018-04-24,0.03,0.91,BTO,0.88,0.07317073170731714,0.88,2018-03-31,Q1 2018,6,5779,0.82,0.10975609756097571
R,-2q,2018-02-16,0.02,1.37,BTO,1.35,0.26168224299065423,1.35,2017-12-31,Q4 2017,7,5779,1.07,0.28037383177570097
R,-3q,2017-10-24,0.04,1.33,BTO,1.29,-0.22754491017964065,1.29,2017-09-30,Q3 2017,8,5779,1.67,-0.2035928143712574
R,-4q,2017-07-26,0.07,1.0,BTO,0.93,-0.40384615384615385,0.93,2017-06-30,Q2 2017,6,5779,1.56,-0.358974358974359
RACE,-1q,2018-05-03,,0.96,BTO,,,,2018-03-31,Q1 2018,,10645,0.69,0.39130434782608703
RACE,-2q,2018-02-01,-0.03,0.84,BTO,0.87,0.17567567567567569,0.87,2017-12-31,Q4 2017,1.0,10645,0.74,0.13513513513513511
RACE,-3q,2017-11-02,0.15,0.87,BTO,0.72,0.09090909090909081,0.72,2017-09-30,Q3 2017,2.0,10645,0.66,0.3181818181818181
RACE,-4q,2017-08-02,0.13,0.79,BTO,0.66,0.08196721311475418,0.66,2017-06-30,Q2 2017,2.0,10645,0.61,0.29508196721311486
RAD,-1q,2018-06-27,-0.01,-0.01,AMC,,,,2018-05-31,Q1 2019,2,5780,-0.05,0.7999999999999999
RAD,-2q,2018-04-12,0.01,-0.01,BTO,-0.02,,-0.02,2018-02-28,Q4 2018,1,5780,,
RAD,-3q,2018-01-03,0.02,,AMC,-0.02,-2.0,-0.02,2017-11-30,Q3 2018,2,5780,0.02,
RAD,-4q,2017-09-28,,-0.01,BTO,-0.01,-1.3333333333333335,-0.01,2017-08-31,Q2 2018,2,5780,0.03,-1.3333333333333335
RADA,-1q,2018-05-23,,0.01,BTO,,,,2018-03-31,,,5781,0.02,-0.5
RADA,-2q,2018-03-07,,,BTO,,,,2017-12-31,,,5781,-0.03,
RADA,-3q,2017-11-28,,0.03,BTO,,,,2017-09-30,,,5781,-0.06,1.5
RADA,-4q,2017-08-10,,0.02,BTO,,,,2017-06-30,,,5781,-0.07,1.2857142857142858
RAIL,-1q,2018-05-02,0.15,-0.51,,-0.66,-4.666666666666667,-0.66,2018-03-31,Q1 2018,3,5783,0.18,-3.833333333333333
RAIL,-2q,2018-02-26,-0.23,-0.58,AMC,-0.35,-5.999999999999999,-0.35,2017-12-31,Q4 2017,4,5783,0.07,-9.285714285714283
RAIL,-3q,2017-11-01,-0.55,-0.73,AMC,-0.18,-2.5,-0.18,2017-09-30,Q3 2017,4,5783,0.12,-7.083333333333333
RAIL,-4q,2017-08-02,0.01,-0.04,AMC,-0.05,-0.25000000000000006,-0.05,2017-06-30,Q2 2017,3,5783,-0.04,
RAND,-1q,2018-05-02,,-0.03,BTO,,,,2018-03-31,,,5786,-0.02,-0.4999999999999999
RAND,-2q,2018-03-08,,0.05,BTO,,,,2017-12-31,,,5786,-0.03,2.666666666666667
RAND,-3q,2017-11-06,,,,,,,2017-09-30,,,5786,-0.01,
RAND,-4q,2017-08-07,,-0.02,,,,,2017-06-30,,,5786,-0.02,
RARE,-1q,2018-05-07,1.22,0.62,AMC,-0.6,0.6319018404907975,-0.6,2018-03-31,Q1 2018,12,8241,-1.63,1.3803680981595092
RARE,-2q,2018-02-20,-0.27,-2.27,AMC,-2.0,-0.14285714285714285,-2.0,2017-12-31,Q4 2017,8,8241,-1.75,-0.29714285714285715
RARE,-3q,2017-11-02,,-1.87,AMC,-1.87,-0.14024390243902451,-1.87,2017-09-30,Q3 2017,11,8241,-1.64,-0.14024390243902451
RARE,-4q,2017-07-27,0.01,-1.72,AMC,-1.73,-0.18493150684931509,-1.73,2017-06-30,Q2 2017,11,8241,-1.46,-0.17808219178082194
RARX,-1q,2018-05-09,-0.04,-0.61,,-0.57,-0.1399999999999999,-0.57,2018-03-31,Q1 2018,2.0,11988,-0.5,-0.21999999999999997
RARX,-2q,2018-03-14,,-0.67,,,,,2017-12-31,Q4 2017,,11988,-0.73,0.08219178082191773
RARX,-3q,2017-11-09,0.06,-0.68,,-0.74,0.9479606188466948,-0.74,2017-09-30,Q3 2017,1.0,11988,-14.22,0.9521800281293953
RARX,-4q,2017-08-09,0.01,-0.56,,-0.57,,-0.57,2017-06-30,Q2 2017,1.0,11988,,
RAVE,-1q,2018-05-09,,-0.03,,,,,2018-03-31,,,5727,-0.18,0.8333333333333334
RAVE,-2q,2018-02-14,,,,,,,2017-12-31,,,5727,-0.38,
RAVE,-3q,2017-11-08,,-0.03,,,,,2017-09-30,,,5727,-0.14,0.7857142857142857
RAVE,-4q,2017-09-22,,,,,,,2017-06-30,,,5727,-0.13,
RAVN,-1q,2018-05-17,,0.5,AMC,0.5,0.47058823529411753,0.5,2018-04-30,Q1 2019,1,5793,0.34,0.47058823529411753
RAVN,-2q,2018-03-06,-0.07,0.24,AMC,0.31,1.5833333333333335,0.31,2018-01-31,Q4 2018,2,5793,0.12,1.0
RAVN,-3q,2017-11-20,0.12,0.33,AMC,0.21,0.31249999999999994,0.21,2017-10-31,Q3 2018,3,5793,0.16,1.0625
RAVN,-4q,2017-08-23,0.01,0.23,AMC,0.22,0.8333333333333334,0.22,2017-07-31,Q2 2018,3,5793,0.12,0.9166666666666669
RBA,-1q,2018-05-10,-0.01,0.16,AMC,0.17,0.4166666666666668,0.17,2018-03-31,Q1 2018,8,5795,0.12,0.3333333333333334
RBA,-2q,2018-02-26,0.05,0.26,AMC,0.21,-0.3,0.21,2017-12-31,Q4 2017,6,5795,0.3,-0.13333333333333328
RBA,-3q,2017-11-09,-0.05,0.09,AMC,0.14,-0.3,0.14,2017-09-30,Q3 2017,8,5795,0.2,-0.55
RBA,-4q,2017-08-08,0.01,0.33,AMC,0.32,-0.13513513513513511,0.32,2017-06-30,Q2 2017,9,5795,0.37,-0.10810810810810806
RBB,-1q,2018-04-23,,0.52,AMC,,,,2018-03-31,Q1 2018,,13170,,
RBB,-2q,2018-01-22,,0.43,AMC,,,,2017-12-31,Q4 2017,,13170,,
RBB,-3q,2017-10-23,,0.39,AMC,,,,2017-09-30,Q3 2017,,13170,,
RBB,-4q,2017-08-04,,0.62,,,,,2017-06-30,,,13170,,
RBBN,-1q,2018-04-26,0.23,-0.07,BTO,-0.3,-0.8749999999999999,-0.3,2018-03-31,Q1 2018,1,13681,-0.16,0.5625
RBBN,-2q,2018-03-01,-0.02,0.16,BTO,0.18,16.999999999999996,0.18,2017-12-31,Q4 2017,2,13681,0.01,15.0
RBBN,-3q,2017-10-30,0.02,0.18,BTO,0.16,17.0,0.16,2017-09-30,Q3 2017,3,13681,-0.01,19.0
RBBN,-4q,2017-08-03,0.07,-0.11,BTO,-0.18,-16.999999999999996,-0.18,2017-06-30,Q2 2017,4,13681,-0.01,-10.0
RBC,-1q,2018-05-07,0.08,1.34,AMC,1.26,0.17757009345794386,1.26,2018-03-31,Q1 2018,7,5796,1.07,0.25233644859813087
RBC,-2q,2018-02-05,,1.14,AMC,1.14,0.09615384615384602,1.14,2017-12-31,Q4 2017,6,5796,1.04,0.09615384615384602
RBC,-3q,2017-11-06,-0.01,1.37,BTO,1.38,0.05343511450381667,1.38,2017-09-30,Q3 2017,8,5796,1.31,0.045801526717557293
RBC,-4q,2017-08-07,0.01,1.29,AMC,1.28,0.12280701754385977,1.28,2017-06-30,Q2 2017,9,5796,1.14,0.13157894736842118
RBCAA,-1q,2018-04-19,,1.13,,,,,2018-03-31,Q1 2018,,5797,0.96,0.17708333333333326
RBCAA,-2q,2018-01-26,,0.53,,,,,2017-12-31,Q4 2017,,5797,0.48,0.10416666666666677
RBCAA,-3q,2017-10-20,0.05,0.51,BTO,0.46,-0.021276595744680753,0.46,2017-09-30,Q3 2017,1.0,5797,0.47,0.08510638297872349
RBCAA,-4q,2017-07-21,,0.48,BTO,,,,2017-06-30,Q2 2017,,5797,0.4,0.1999999999999999
RBCN,-1q,2018-05-14,,-0.01,,,,,2018-03-31,,,5798,-1.9,0.9947368421052631
RBCN,-2q,2018-04-05,,,,,,,2017-12-31,Q4 2017,,5798,,
RBCN,-3q,2017-11-13,,-0.41,,,,,2017-09-30,,,5798,-0.27,-0.5185185185185184
RBCN,-4q,2017-08-10,,-2.16,,,,,2017-06-30,,,5798,-0.27,-7.0
RBNC,-1q,2018-04-26,,0.33,AMC,,,,2018-03-31,,,10274,0.26,0.2692307692307693
RBNC,-2q,2018-01-25,,0.26,,,,,2017-12-31,,,10274,0.25,0.040000000000000036
RBNC,-3q,2017-10-25,,0.25,,,,,2017-09-30,,,10274,0.3,-0.16666666666666663
RBNC,-4q,2017-07-26,,0.28,,,,,2017-06-30,,,10274,0.31,-0.09677419354838701
RBS,-1q,2018-04-27,,0.18,BTO,0.18,,0.18,2018-03-31,Q1 2018,1.0,5801,0.18,
RBS,-2q,2018-02-23,,0.08,,,,,2017-12-31,Q4 2017,,5801,0.19,-0.5789473684210527
RBS,-3q,2017-10-27,,0.15,BTO,0.15,0.4999999999999999,0.15,2017-09-30,Q3 2017,1.0,5801,0.1,0.4999999999999999
RBS,-4q,2017-08-04,0.1,0.24,BTO,0.14,,0.14,2017-06-30,Q2 2017,1.0,5801,,
RCI,-1q,2018-04-19,0.11,0.71,AMC,0.6,0.30434782608695643,0.6,2018-03-31,Q1 2018,4,5809,0.46,0.5434782608695651
RCI,-2q,2018-01-25,0.01,0.69,BTO,0.68,0.30769230769230776,0.68,2017-12-31,Q4 2017,6,5809,0.52,0.32692307692307676
RCI,-3q,2017-10-19,0.02,0.81,BTO,0.79,0.31666666666666676,0.79,2017-09-30,Q3 2017,4,5809,0.6,0.35000000000000014
RCI,-4q,2017-07-20,0.03,0.74,BTO,0.71,0.1451612903225806,0.71,2017-06-30,Q2 2017,4,5809,0.62,0.1935483870967742
RCII,-1q,2018-04-30,-0.16,-0.08,AMC,0.08,1.0,0.08,2018-03-31,Q1 2018,6,5810,0.04,-3.0
RCII,-2q,2018-02-20,-0.34,-0.41,AMC,-0.07,,-0.07,2017-12-31,Q4 2017,6,5810,,
RCII,-3q,2017-10-30,-0.07,-0.15,AMC,-0.08,-1.7272727272727273,-0.08,2017-09-30,Q3 2017,5,5810,0.11,-2.3636363636363638
RCII,-4q,2017-07-26,-0.08,-0.01,AMC,0.07,-0.8292682926829268,0.07,2017-06-30,Q2 2017,6,5810,0.41,-1.024390243902439
RCKT,-1q,2018-05-11,,-0.42,,,,,2018-03-31,,,9475,-0.4,-0.049999999999999906
RCKT,-2q,2018-04-05,,,,,,,2017-12-31,Q4 2017,,9475,-0.48,
RCKT,-3q,2018-01-03,,,,,,,2017-09-30,Q3 2017,,9475,-0.41,
RCKT,-4q,2017-08-03,0.3,-0.24,,-0.54,-0.6363636363636364,-0.54,2017-06-30,Q2 2017,1.0,9475,-0.33,0.27272727272727276
RCKY,-1q,2018-04-24,0.19,0.44,AMC,0.25,0.24999999999999994,0.25,2018-03-31,Q1 2018,1,5812,0.2,1.2
RCKY,-2q,2018-02-20,0.12,0.37,AMC,0.25,0.38888888888888895,0.25,2017-12-31,Q4 2017,1,5812,0.18,1.0555555555555556
RCKY,-3q,2017-10-24,0.1,0.39,AMC,0.29,0.8124999999999999,0.29,2017-09-30,Q3 2017,1,5812,0.16,1.4375
RCKY,-4q,2017-07-25,0.18,0.2,AMC,0.02,1.0869565217391304,0.02,2017-06-30,Q2 2017,1,5812,-0.23,1.8695652173913044
RCL,-1q,2018-04-26,0.13,1.09,BTO,0.96,-0.03030303030303033,0.96,2018-03-31,Q1 2018,7,5813,0.99,0.1010101010101011
