,,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
MG,-3q,-432000,12254000,131673000,194366000,26863000,8751000,47897000,-6968000,41510000,,6387000,179570000,2017-09-30,555000,267475000,484422000.0,26863000,118903000,,179570000
MG,-4q,-2101000,9559000,124096000,183480000,26784000,8502000,46343000,2217000,41138000,,5205000,170439000,2017-06-30,552000,273078000,481227000.0,26784000,116965000,,170439000
MGA,-1q,36000000,577000000,9293000000,12656000000,885000000,376000000,1499000000,660000000,714000000,,785000000,10792000000,2018-03-31,,11765000000,27089000000.0,769000000,3596000000,,10792000000
MGA,-2q,-65000000,1448000000,8920000000,11220000000,839000000,367000000,1471000000,556000000,778000000,-33000000.0,693000000,10391000000,2017-12-31,,11228000000,25393000000.0,726000000,3562000000,,10391000000
MGA,-3q,18000000,881000000,8140000000,11564000000,895000000,559000000,1359000000,503000000,714000000,-11000000.0,645000000,9499000000,2017-09-30,,10999000000,25090000000.0,783000000,3734000000,,9499000000
MGA,-4q,-155000000,557000000,8277000000,11179000000,876000000,1006000000,1407000000,561000000,692000000,68000000.0,715000000,9684000000,2017-06-30,,10741000000,24249000000.0,666000000,3433000000,,9684000000
MGEE,-1q,-5849000,46978000,112952000,248740000,106245000,27477000,44680000,20001000,18492000,-1983000,26188000,157632000,2018-03-31,,787007000,1843578000.0,101157000,424610000,,157632000
MGEE,-2q,3219000,33975000,95744000,290631000,107952000,28452000,44530000,36134000,18256000,-1532000,26274000,140274000,2017-12-31,,778187000,1855182000.0,107952000,426613000,,140274000
MGEE,-3q,1817000,31306000,78436000,255357000,104733000,11428000,61103000,26629000,18102000,-3231000,43001000,139539000,2017-09-30,,753247000,1810000000.0,104733000,400834000,,139539000
MGEE,-4q,-14138000,26458000,81785000,249295000,102916000,4404000,44678000,15543000,18127000,-1077000,26551000,126463000,2017-06-30,,737739000,1792504000.0,102916000,394842000,,126463000
MGEN,-1q,30658000,-7361000,,86353000,78099000,77000,,-4661000,9403000,,-4619000,4784000,2018-03-31,6413000,72706000,86992000.0,78099000,10095000,,4784000
MGEN,-2q,4636000,-7243000,,51868000,47441000,9922000,,-6386000,7546000,,-6354000,1192000,2017-12-31,4998000,38510000,52481000.0,47441000,19844000,,1192000
MGEN,-3q,-3530000,-5663000,,46421000,42805000,1983000,,-5834000,7520000,,-5889000,1631000,2017-09-30,5018000,38985000,47081000.0,42805000,3374000,,1631000
MGEN,-4q,-7938000,-7078000,,49350000,46335000,1979000,,-7312000,8068000,,-7350000,718000,2017-06-30,5487000,41336000,50026000.0,46335000,3850000,,718000
MGI,-1q,9700000,30500000,185500000,3683000000,199700000,,194500000,7100000,188800000,,5700000,380000000,2018-03-31,,-232700000,4509200000.0,1360400000,,,380000000
MGI,-2q,19600000,42700000,196000000,3946900000,190000000,,212200000,-52500000,268700000,,-56500000,408200000,2017-12-31,,-245300000,4772500000.0,190000000,,,408200000
MGI,-3q,25300000,58700000,192700000,3669900000,170400000,,205100000,7700000,181800000,,23300000,397800000,2017-09-30,,-184000000,4546100000.0,170400000,,,397800000
MGI,-4q,17700000,40700000,196200000,3533800000,145100000,,213800000,6200000,194000000,,19800000,410000000,2017-06-30,,-192200000,4410400000.0,145100000,,,410000000
MGIC,-1q,-3527000,7273000,46512000,179688000,72741000,10135000,23214000,4579000,15648000,,7566000,69726000,2018-03-31,1521000,208918000,340411000.0,87633000,37097000,,69726000
MGIC,-2q,-1278000,8680000,45055000,181550000,75896000,9919000,21034000,3796000,14853000,,6181000,66089000,2017-12-31,1750000,210281000,342449000.0,90034000,37710000,132168000.0,66089000
MGIC,-3q,-10120000,2652000,44327000,174126000,77174000,9734000,21334000,3799000,14238000,,7096000,65661000,2017-09-30,1669000,205114000,334584000.0,88940000,42431000,129470000.0,65661000
MGIC,-4q,-2232000,4643000,44718000,182581000,87294000,9373000,20761000,3584000,14421000,,6340000,65479000,2017-06-30,1907000,206548000,344579000.0,100075000,46027000,138031000.0,65479000
MGLN,-1q,-4406000,81032000,1757403000,1618846000,394326000,61498000,47674000,11452000,30407000,,17267000,1805077000,2018-03-31,,1305129000,3091737000.0,724036000,798186000,,1805077000
MGLN,-2q,-106032000,49593000,1604039000,1483353000,398732000,112849000,90376000,54509000,32810000,,57566000,1694415000,2017-12-31,,1276494000,2957234000.0,709310000,853737000,,1694415000
MGLN,-3q,223431000,108844000,1340360000,1541934000,504764000,19231000,79046000,32451000,28189000,,50857000,1419406000,2017-09-30,,1202704000,2662114000.0,817666000,764774000,1459410000.0,1419406000
MGLN,-4q,7746000,34958000,1376991000,1343305000,281333000,428791000,42148000,5500000,27731000,,14417000,1419139000,2017-06-30,,1143738000,2459643000.0,581769000,629939000,,1419139000
MGM,-1q,28237000,577664000,1635210000,2392713000,1525402000,539608000,1187027000,223444000,859036000,-13866000,327991000,2822237000,2018-03-31,,7370790000,29298270000.0,1525402000,13282469000,,2822237000
MGM,-2q,-486274000,694502000,1541622000,2374627000,1499995000,158042000,1055626000,1393713000,860224000,-2602000,195402000,2684973000,2017-12-31,,7612652000,29159178000.0,1499995000,12909094000,,2597248000
MGM,-3q,229912000,572783000,1593280000,2794536000,1986688000,466375000,1233460000,149115000,777300000,5021000,456160000,2900882000,2017-09-30,,6308543000,29101890000.0,1986688000,13493302000,,2826740000
MGM,-4q,363451000,533691000,1508942000,2485131000,1757062000,472590000,1132795000,210611000,712961000,-26316000,419834000,2708563000,2017-06-30,,6511408000,28542931000.0,1757062000,13197858000,,2641737000
MGNX,-1q,-11279000,-31295000,,271039000,200448000,,,-49536000,54905000,,-50210000,4695000,2018-03-31,45670000,247276000,326078000.0,260081000,,,4695000
MGNX,-2q,120843000,111845000,,322298000,211727000,,,105727000,47390000,,104969000,152359000,2017-12-31,38986000,299238000,373883000.0,305121000,,,152359000
MGNX,-3q,-25743000,-31354000,,209466000,90884000,,,-47043000,49387000,,-47724000,1663000,2017-09-30,40984000,189465000,241845000.0,203647000,,52380000.0,1663000
MGNX,-4q,76109000,-30755000,,250114000,116627000,,,-40654000,42845000,,-41179000,1666000,2017-06-30,34461000,231348000,274846000.0,243660000,,,1666000
MGP,-1q,20395000,145224000,28360000.0,316390000,280117000,,187479000.0,15830000,72899000,5104000,114580000,215839000,2018-03-31,,1615271000,10309994000.0,280117000,,,215839000
MGP,-2q,-879079000,118723000,28142000.0,284594000,259722000,,186400000.0,8722000,13736000,14918000,112552000,214542000,2017-12-31,,1624650000,10351120000.0,259722000,,,214542000
MGP,-3q,761959000,133137000,,1153795000,1138801000,,,11025000,90527000,1662000,92271000,182798000,2017-09-30,,1622813000,10110424000.0,1138801000,,,182798000
MGP,-4q,8544000,111527000,,389827000,376842000,,,10680000,83530000,10587000,100926000,184456000,2017-06-30,,1312776000,9392823000.0,376842000,,,184456000
MGPI,-1q,-1961000,879000,69005000,138650000,1123000,375000,18951000,8927000,8562000,,10389000,87956000,2018-03-31,,175388000,245211000.0,1123000,32235000,,87956000
MGPI,-2q,-4029000,17024000,68668000,134742000,3084000,372000,19525000,12639000,8993000,,10532000,91043000,2017-12-31,,168730000,240328000.0,3084000,24554000,,88193000
MGPI,-3q,-798000,5604000,67708000,136957000,7113000,368000,18625000,14137000,8154000,-11381000.0,10471000,87852000,2017-09-30,,159437000,234017000.0,7113000,34160000,,86333000
MGPI,-4q,7911000,11785000,66928000,134355000,7911000,4366000,18825000,6369000,8311000,7950000.0,10514000,87892000,2017-06-30,,160490000,241946000.0,7911000,43732000,,85753000
MGRC,-1q,1922000,31152000,54915000,102540000,4448000,,50170000,14466000,28128000,-3816000,22042000,104183000,2018-03-31,,530284000,1148858000.0,4448000,,,105085000
MGRC,-2q,1223000,41248000,67538000,108373000,2501000,,54689000,117724000,27903000,-4788000,26786000,121520000,2017-12-31,,524184000,1147854000.0,2501000,,,122227000
MGRC,-3q,-537000,31743000,76613000,108782000,1369000,,58775000,16762000,28489000,-5128000,30286000,134321000,2017-09-30,,412782000,1156415000.0,1369000,,,135388000
MGRC,-4q,149000,23568000,60371000,98410000,1871000,,49211000,11461000,27365000,-4982000,21846000,108936000,2017-06-30,,402365000,1150123000.0,1871000,,,109582000
MGYR,-1q,2537000,152000,,,17351000,,,396000,,-13000,,,2018-03-31,,50027000,607887000.0,,,,5190000
MGYR,-2q,-7520000,2093000,,,14814000,,,329000,,-261000,,,2017-12-31,,49844000,596760000.0,,,546916000.0,5480000
MGYR,-3q,9589000,-1030000,,,22334000,,,488000,,-18000,,,2017-09-30,,49457000,603044000.0,,,553587000.0,5317000
MGYR,-4q,2293000,4474000,,,12745000,,,288000,,5000,,,2017-06-30,,48625000,587567000.0,,,,4966000
MHE,-1q,,,,,,,,,,,,,2018-02-28,,31853437,52127420.0,,,,
MHE,-2q,,,,,,,,,,,,,2017-08-31,,33115364,54288038.0,,,,
MHE,-3q,,,,,,,,,,,,,2017-02-28,,32311291,52358953.0,,,,
MHE,-4q,,,,,,,,,,,,,2016-08-31,,34772456,55162633.0,,,,
MHH,-1q,-1169000,-1990000,33072000,35696000,1267000,4194000,10261000,1380000,7823000,,2438000,43333000,2018-03-31,,28689000,99055000.0,1267000,39162000,,43333000
MHH,-2q,-684000,4973000,30943000,34673000,2478000,4003000,9525000,865000,7044000,29000.0,2481000,40468000,2017-12-31,,27153000,98604000.0,2478000,38152000,71451000.0,40468000
MHH,-3q,2529000,-2114000,30410000,35227000,3162000,3813000,8818000,-136000,8603000,-19000.0,215000,39228000,2017-09-30,,26107000,98974000.0,3162000,43413000,,39228000
MHH,-4q,-243000,3752000,28009000,24673000,633000,1800000,7077000,696000,6095000,,982000,35086000,2017-06-30,,20253000,41309000.0,633000,9593000,,35086000
MHI,-1q,,,,,,,,,,,,,2018-04-30,,284596054,409773940.0,,,,
MHI,-2q,,,,,,,,,,,,,2017-10-31,,290944974,393613034.0,,,,
MHK,-1q,28385000,183228000,1707510000,4297039000,114843000,1331917000,704692000,208766000,436293000,-1277000,268399000,2412202000,2018-03-31,,7337943000,12560372000.0,114843000,2917568000,,2412202000
MHK,-2q,410000,319373000,1615473000,4072967000,84884000,1203683000,753624000,240424000,410158000,2082000,343466000,2369097000,2017-12-31,,7059162000,12094853000.0,84884000,2763578000,,2369097000
MHK,-3q,-49806000,460344000,1665209000,3997110000,84502000,1172781000,783301000,269979000,403203000,1306000,380098000,2448510000,2017-09-30,,6789052000,11822813000.0,84502000,2717446000,,2448510000
MHK,-4q,-59358000,247996000,1673902000,4010723000,130238000,1754077000,779136000,260681000,423311000,368000,355825000,2453038000,2017-06-30,,6446478000,11589491000.0,130238000,2928517000,,2453038000
MHLD,-1q,-31303000,-32141000,,,161037000,,,22272000,,2050000,,,2018-03-31,,1157910000,6757309000.0,,,,729978000
MHLD,-2q,-115064000,83755000,,,67919000,,,-125042000,,-1178000,,,2017-12-31,,1232174000,6644189000.0,,,,707049000
MHLD,-3q,-65103000,151267000,,,182677000,,,-55051000,,-2309000,,,2017-09-30,,1421027000,6839097000.0,,,,703036000
MHLD,-4q,156141000,178035000,,,246826000,,,-16326000,,5150000,,,2017-06-30,,1500399000,6791229000.0,,,,754756000
MHO,-1q,-98126000,-31190000,348702000,1744533000,53577000,,89155000,18063000,58014000,-310000,31141000,422831000,2018-03-31,,786365000,1894373000.0,164189000,,,437857000
MHO,-2q,48067000,13495000,498470000,1737857000,151703000,,123232000,15882000,76734000,-341000,46498000,621702000,2017-12-31,,747298000,1864771000.0,151703000,,1117473000.0,621702000
MHO,-3q,73696000,-26705000,374673000,1651432000,103636000,,101750000,22327000,62473000,-71000,39277000,476423000,2017-09-30,,722973000,1784695000.0,103636000,,1061722000.0,476423000
MHO,-4q,-8958000,-16045000,367598000,1501470000,29940000,,89268000,16989000,60359000,-110000,28909000,456866000,2017-06-30,,693317000,1631386000.0,29940000,,938069000.0,456866000
MIC,-1q,30766000,144102000,332357000,338543000,102643000,51208000,169199000,76834000,86957000,4449000,82242000,501556000,2018-03-31,,3117841000,8025297000.0,76021000,3660020000,,501556000
MIC,-2q,11322000,131790000,305866000,307645000,47121000,50835000,165339000,349072000,86528000,5979000,78811000,471205000,2017-12-31,,3153692000,8008951000.0,47121000,3581146000,,471205000
MIC,-3q,6603000,148465000,282179000,279228000,35737000,48335000,170882000,40095000,84898000,15146000,85984000,453061000,2017-09-30,,2910774000,7955363000.0,35737000,3473111000,,453061000
MIC,-4q,318000,121610000,278757000,252018000,28873000,45544000,160233000,26020000,82967000,26470000,77266000,438990000,2017-06-30,,2842246000,7634911000.0,28873000,3251277000,,438990000
MICR,-1q,-943023,-111752,4387688,6757229,13965,1989553,731360,-179647,822496,,-91136,5119048,2018-03-31,27921,4909095,13027320.0,13965,5854176,,5119048
MICR,-2q,432382,60333,3973949,7426389,956988,2596826,564922,-364339,770754,,-205832,4538871,2017-12-31,26587,5068488,13924600.0,606988,6575241,,4538871
MICR,-3q,186537,26855,4215843,7193943,524606,5667914,692245,-180867,812173,-196.0,-119928,4908088,2017-09-30,26787,5392173,14039147.0,524606,6106653,,4908088
MICR,-4q,72927,328895,5008889,7643809,338069,5392261,381837,-511453,815842,-9239.0,-434005,5390726,2017-06-30,28344,5520707,14784171.0,338069,5828732,,5390726
MICT,-1q,1242000,-1406000,4258000,26138000,3616000,3956000,1722000,-850000,2415000,359000.0,-693000,5980000,2018-03-31,527000,529000,30341000.0,3379000,7660000,,5980000
MICT,-2q,-2592000,-2378000,-924000,25308000,2114000,3789000,1180000,-3919000,775000,,405000,256000,2017-12-31,154000,379000,29732000.0,2114000,5168000,,256000
MICT,-3q,1747000,1030000,5370000,26691000,4645000,13524000,1561000,-1295000,2809000,,-1248000,6931000,2017-09-30,676000,3703000,32935000.0,4645000,14676000,,6931000
MICT,-4q,788000,-1138000,5076000,26813000,3056000,12732000,844000,-1331000,2579000,2000.0,-1735000,5920000,2017-06-30,618000,4298000,32687000.0,3056000,14773000,,5920000
MIDD,-1q,11598000,44748000,373167000,959655000,103290000,5113000,211633000,65420000,113243000,,98390000,584800000,2018-03-31,,1440658000,3426894000.0,103290000,1048998000,,584800000
MIDD,-2q,6332000,99563000,392695000,931889000,89654000,5149000,240164000,75186000,110781000,,129383000,632859000,2017-12-31,,1361148000,3339713000.0,89654000,1028881000,,632859000
MIDD,-3q,14393000,118856000,364524000,901525000,81726000,5192000,228519000,74671000,106044000,,122475000,593043000,2017-09-30,,1311502000,3201143000.0,81726000,950708000,,593043000
MIDD,-4q,-12867000,39156000,344735000,884319000,64873000,4860000,234608000,77569000,113020000,,121588000,579343000,2017-06-30,,1427560000,3140535000.0,64873000,803274000,,579343000
MIK,-1q,-3442000,32503000,698948000,1685349000,422454000,24900000,456563000,26885000,330122000,,126441000,1155511000,2018-04-30,,-1483921000,2313538000.0,422454000,2721308000,,1155511000
MIK,-2q,249125000,417183000,1116071000,1676982000,425896000,24900000,774537000,202968000,420246000,,354291000,1890608000,2018-01-31,,-1509495000,2300215000.0,425896000,2726664000,,1890608000
MIK,-3q,42652000,110462000,756088000,1713698000,176771000,140125000,484108000,79760000,330250000,,153858000,1240196000,2017-10-31,,-1732838000,2306096000.0,176771000,2847245000,,1240196000
MIK,-4q,-63744000,-26980000,670082000,1461186000,134119000,112125000,402511000,35562000,313867000,,88644000,1072593000,2017-07-31,,-1767993000,2060029000.0,134119000,2824600000,,1072593000
MIME,-1q,1602000,14787000,20176000,217904000,78339000,3546000,53225000,-6554000,54887000,1711000,-1662000,73401000,2018-03-31,12185000,101692000,358398000.0,137210000,73141000,,73401000
MIME,-2q,-1770000,12653000,17728000,192960000,75990000,1367000,49544000,-2593000,50673000,630000,-1129000,67272000,2017-12-31,10005000,96435000,297309000.0,128895000,40909000,200874000.0,67272000
MIME,-3q,17928000,7334000,16543000,179773000,76928000,1913000,46523000,-1339000,47031000,415000,-508000,63066000,2017-09-30,8262000,90743000,263546000.0,119609000,31029000,,63066000
MIME,-4q,6789000,11638000,15252000,165110000,58989000,2230000,42906000,-1900000,44017000,383000,-1111000,58158000,2017-06-30,7921000,86548000,231386000.0,112212000,14303000,,58158000
MIND,-1q,-1622000,-3366000,6368000,34743000,8846000,,1245000,-5905000,6817000,-536000,-5572000,7613000,2018-04-30,370000.0,63216000,72724000.0,8613000,,,7613000
MIND,-2q,3501000,-1455000,8992000,33046000,10146000,,1371000,-7759000,7559000,-1826000,-7654000,10363000,2018-01-31,865000.0,65849000,73679000.0,9902000,,,10363000
MIND,-3q,-633000,-1912000,7743000,33010000,6770000,,901000,-5281000,5694000,-228000,-4793000,8644000,2017-10-31,,70149000,76797000.0,6541000,,6648000.0,8644000
MIND,-4q,4862000,2974000,10218000,33990000,7152000,,618000,-5364000,5590000,-163000,-4972000,10836000,2017-07-31,,74676000,81594000.0,6916000,,,10836000
MINDP,-1q,-1622000,-3366000,6368000,34743000,8846000,,1245000,-5905000,6817000,-536000,-5572000,7613000,2018-04-30,370000.0,63216000,72724000.0,8613000,,,7613000
MINDP,-2q,3501000,-1455000,8992000,33046000,10146000,,1371000,-7759000,7559000,-1826000,-7654000,10363000,2018-01-31,865000.0,65849000,73679000.0,9902000,,,10363000
MINDP,-3q,-633000,-1912000,7743000,33010000,6770000,,901000,-5281000,5694000,-228000,-4793000,8644000,2017-10-31,,70149000,76797000.0,6541000,,6648000.0,8644000
MINDP,-4q,4862000,2974000,10218000,33990000,7152000,,618000,-5364000,5590000,-163000,-4972000,10836000,2017-07-31,,74676000,81594000.0,6916000,,,10836000
MINI,-1q,-5682000,34931000,94389000,130402000,7763000,,46265000,14855000,16823000,-1265000,29442000,140441000,2018-03-31,,877335000,2072770000.0,7763000,,,140654000
MINI,-2q,757000,39814000,4962000,140684000,13451000,634285000.0,141734000,92071000,103915000,-1343000,37819000,146696000,2017-12-31,,861688000,2073407000.0,13451000,932926000.0,,146696000
MINI,-3q,3022000,32611000,5519000,130432000,12609000,640879000.0,131117000,11228000,103680000,-1255000,27437000,136636000,2017-09-30,,775521000,2053918000.0,12609000,938359000.0,1278397000.0,136636000
MINI,-4q,1410000,30498000,5408000,118063000,9274000,637651000.0,121282000,8777000,98592000,-841000,22690000,126690000,2017-06-30,,762047000,2021774000.0,9274000,932484000.0,1259727000.0,126690000
MITK,-1q,18888000,991000,1717000,55540000,25238000,,12560000,-1160000,12622000,,-62000,14277000,2018-03-31,3501000,73721000,92335000.0,44384000,,,14277000
MITK,-2q,-5944000,2567000,1617000,47069000,6341000,,10519000,-5736000,11572000,,-1053000,12136000,2017-12-31,3280000,72401000,88948000.0,38340000,,,12136000
MITK,-3q,2999000,3254000,1138000,50876000,12289000,,11766000,12866000,9343000,,2423000,12904000,2017-09-30,2926000,61408000,71719000.0,42568000,,,12904000
